,0,1,2,3
0,10000.001,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.012,0.997,1.008,1.003,1.006,1.008"
1,9975.0019975001,-0.0025030299674969883,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
2,9950.065492500298,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
3,10045.858864073718,0.009581362952113932,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.997,1.012,0.990,0.992,0.991,1.002"
4,10021.046147695975,-0.0024730000973088367,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,0.979,1.003,1.005,0.957,1.001,0.992"
5,10021.04714980059,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.002,1.014,0.985,1.003,1.010,1.001"
6,10054.40284725442,0.0033230366595128824,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.011,1.007,1.006,1.006,0.996,0.976"
7,10095.041687064579,0.004033748408720025,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,0.996,0.995,0.986,1.004,1.005,0.999"
8,10044.669447906437,-0.005002290634543492,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
9,10044.670449862215,9.97499950626707e-08,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
10,10013.05661022889,-0.003152287965360054,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.003,0.999,1.002,1.008,0.996,0.987"
11,9988.071261595547,-0.0024983952695028576,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.011,1.011,1.008,1.022,1.004,1.005"
12,9986.633240619714,-0.00014398420543925696,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,0.988,0.989,1.010,0.997,1.002"
13,9917.931077827687,-0.0069031840657363275,"0.00,0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.025,1.014,1.014,1.005,0.998,1.009"
14,9815.464705576904,-0.010385165767167574,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.997,0.995,1.014,0.989,0.996,1.009"
15,9766.256953424558,-0.005025896761280644,"0.00,0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
16,9717.426647724695,-0.00501244106978055,"0.00,1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
17,9672.289135461047,-0.004655828306563005,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.002,0.991,0.980,1.000,1.002,0.990"
18,9648.117960792744,-0.002502140576914599,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,0.999,0.992,0.987,0.992,0.998,0.995"
19,9648.118925604542,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.007,1.002,1.027,0.977,0.978,0.997"
20,9638.033571471264,-0.001045864907903717,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,0.993,1.002,1.001,0.991,1.005,1.001"
21,9573.091811831448,-0.006760874827974889,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.023,1.006,1.018,0.998,0.994,1.019"
22,9573.051012707589,-4.261863523416917e-06,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
23,9573.051967619427,9.97499950626707e-08,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
24,9017.285920314906,-0.05980867146690642,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.004,1.015,1.001,0.942,1.002,1.014"
25,8993.3541921308,-0.0026575115730752647,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.006,1.002,1.005,1.043,1.014,0.998"
26,8993.355091466221,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,0.995,1.009,1.007,0.992,1.014,1.003"
27,8970.872603073065,-0.0025030299674969883,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
28,9002.999443143548,0.003574841770498438,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,0.998,1.002,0.999,1.004,1.002,0.990"
29,9002.920026337728,-8.821188604593742e-06,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
30,8957.906328748772,-0.00501244106978055,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
31,8934.725985567882,-0.0025910504102694114,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.996,0.998,1.003,0.998,1.002,0.997"
32,8912.332113224222,-0.0025095322682637177,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,0.996,0.998,1.011,1.036,1.000,1.000"
33,8912.333004457434,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.009,1.001,1.003,1.007,1.000,1.000"
34,8941.807140134408,0.0033016613752317034,"0.00,1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.006,0.998,0.996,1.010,0.989,1.013"
35,8919.58258228428,-0.0024885599234002885,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.012,1.005,1.005,1.007,1.001,1.013"
36,8897.284517786828,-0.0025030299674969883,"0.00,0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
37,8897.285405290959,9.97499950626707e-08,"0.00,0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
38,8663.234868398811,-0.02665802536074916,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,1.003,0.996,0.998,0.979,1.009,0.992"
39,8641.10615840668,-0.0025575919961764127,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.003,0.978,0.979,1.005,1.015,1.014"
40,8096.548786685148,-0.06509270705003715,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,0.982,0.988,0.983,1.007,1.038,0.939"
41,8008.029616888965,-0.010993154745671524,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,0.998,0.996,0.994,1.001,1.012,1.059"
42,8016.129167433979,0.0010109174957400814,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.004,1.002,1.000,0.997,0.984,1.006"
43,7976.169361691964,-0.004997391567192321,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
44,7936.289314494482,-0.00501244106978055,"0.00,0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
45,8039.060903164359,0.01286644800229744,"0.00,0.00,0.00,0.00,0.00,1.00,0.00","1.000,1.004,1.003,1.002,1.007,1.013,0.990"
46,8019.220983789109,-0.0024709903101449607,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.007,1.004,0.989,0.998,1.002,0.998"
47,8019.221785711207,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.009,1.001,0.985,1.018,0.996,1.007"
48,7945.82704617306,-0.009194491964061054,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.003,0.978,1.014,1.020,0.993"
49,7546.712553991759,-0.051534845881315704,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.011,0.998,0.955,0.996,1.022,1.006"
50,7545.819896900201,-0.0001182912272017625,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
51,7545.820649595736,9.97499950626707e-08,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
52,7443.729717798191,-0.013621824258400826,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.001,1.008,0.986,1.008,0.995,1.019"
53,7424.865910551954,-0.002537404047946473,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,0.996,1.001,1.009,0.993,1.000,1.010"
54,7424.866653038545,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,0.983,1.003,0.985,1.038,0.997,1.004"
55,7306.076757759615,-0.01612829089644673,"0.00,1.00,0.00,0.00,0.00,0.00,0.00","1.000,0.987,1.002,1.036,0.987,1.000,0.973"
56,7289.526222211351,-0.0022678806301663725,"0.00,0.00,0.00,0.00,0.00,1.00,0.00","1.000,0.992,0.974,0.980,0.998,1.003,0.991"
57,7253.1296406099655,-0.00500550352534026,"0.00,1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
58,7216.864719533161,-0.00501244106978055,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
59,6825.853634893553,-0.05570320125952107,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,0.971,0.943,0.951,0.985,0.980,0.962"
60,6807.907032546693,-0.002632672400553908,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.022,0.990,0.989,1.019,1.008,1.009"
61,6816.9275380590325,0.001324127171390526,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.001,0.996,1.004,1.011,1.015,0.992"
62,6969.423173921012,0.02212360021297208,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.018,1.027,1.017,1.034,1.013,1.017"
63,6979.878368184934,0.0014990279176590362,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.000,1.002,0.998,0.987,1.006,0.990"
64,6962.456666481586,-0.0024991094716012466,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
65,6945.051221061049,-0.0025030299674969883,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
66,6835.168939204948,-0.015948164769426565,"0.00,0.00,0.00,0.00,1.00,0.00,0.00","1.000,0.985,0.975,0.988,0.989,1.003,0.986"
67,6817.894757545684,-0.0025304490274717616,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.010,1.010,1.008,1.002,0.997,1.019"
68,6622.097987089438,-0.029138501404719224,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.988,0.974,0.967,0.990,0.981,0.970"
69,6534.098238537014,-0.013377888177823604,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.008,1.000,0.992,1.009,1.020,0.992"
70,6693.263595353812,0.024067239037854994,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,1.012,1.029,1.016,1.006,1.000,1.023"
71,6660.27553404297,-0.004940731905850333,"0.00,0.00,0.00,0.00,0.00,0.00,1.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
72,6643.625512900485,-0.0025030297168705377,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
73,6743.780224546495,0.01496280641715223,"0.00,1.00,0.00,0.00,0.00,0.00,0.00","1.000,1.018,1.005,1.012,1.010,1.015,1.015"
74,6727.212640632595,-0.002459743306673959,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,0.998,0.986,0.999,0.998,0.992,0.993"
75,6727.21331335386,9.999999505838704e-08,"1.00,0.00,0.00,0.00,0.00,0.00,0.00","1.000,1.007,1.006,1.015,1.007,1.015,1.006"
76,6753.233256194713,0.0038604025498072347,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.995,1.006,0.988,0.996,0.998,0.985"
77,6664.104781816909,-0.013285762814966535,"0.00,0.00,1.00,0.00,0.00,0.00,0.00","1.000,0.979,0.987,0.969,0.979,0.991,0.963"
78,6630.562373772196,-0.005046005112275349,"0.00,0.00,0.00,1.00,0.00,0.00,0.00","1.000,1.000,1.000,1.000,1.000,1.000,1.000"
